Id,PropertyClass,ZoningCategory,LandArea,RoadType,PlotShape,LandElevation,UtilityAccess,PlotConfiguration,LandSlope,District,NearbyTransport1,NearbyTransport2,PropertyType,HotelStyle,OverallQuality,OverallCondition,ConstructionYear,RenovationYear,RoofDesign,RoofMaterial,ExteriorPrimary,ExteriorSecondary,FacadeArea,ExteriorQuality,ExteriorCondition,FoundationType,BasementHeight,BasementCondition,BasementExposure,BasementFacilityType1,BasementFacilitySF1,BasementFacilityType2,BasementFacilitySF2,BasementUnfinishedSF,BasementTotalSF,HeatingType,HeatingQuality,CentralAC,ElectricalSystem,GroundFloorArea,UpperFloorArea,LowQualityArea,UsableArea,BasementFullBaths,BasementHalfBaths,FullBaths,HalfBaths,GuestRooms,Kitchens,KitchenQuality,TotalRooms,PropertyFunctionality,Lounges,ParkingCapacity,ParkingArea,DrivewayType,TerraceArea,OpenVerandaArea,EnclosedVerandaArea,SeasonalPorchArea,ScreenPorchArea,SwimmingPoolArea,ExtraFacilityValue,MonthSold,YearSold,DealType,DealCondition,HotelValue
125,-0.8675661948612713,RL,0.5998595858085838,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,-0.0899551289042962,-0.5231298866160364,0.2513381086518793,0.6262793934060958,Gable,CompShg,HdBoard,HdBoard,-0.5980830966231374,TA,Gd,CBlock,Gd,Fa,No,Unf,-0.9718667657531764,Unf,-0.28409712080085825,1.7676067481525297,0.6788678984250367,GasA,TA,Y,SBrkr,1.0769139697163617,-0.7990489284972221,-0.11737913368279436,0.11759499036901133,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,TA,0.2786765050001847,Typ,0.5941361787118566,0.2911148129585062,-0.20113182216155176,Y,0.7427263334779968,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-2.0004246685202656,0.8893606426290142,WD,Normal,181000.0
179,-0.8675661948612713,RL,0.6355825711115485,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,2.0981426012002107,-0.5231298866160364,1.1996809668417878,1.1577753425484718,Hip,CompShg,VinylSd,VinylSd,3.7520703592499345,Ex,TA,PConc,Ex,TA,No,GLQ,3.1647688642889955,Unf,-0.28409712080085825,-0.5772941231604403,2.615019556699007,GasA,Ex,Y,SBrkr,2.7512349764012685,-0.7990489284972221,-0.11737913368279436,1.3607886237668292,1.095229229837857,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,-2.3403119757139055,-0.2119105538809366,Ex,1.5172387494454498,Typ,0.5941361787118566,1.645137198812023,3.2648597384253004,Y,-0.744159009459473,0.15520251055581838,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,0.24129636079427316,0.8893606426290142,New,Partial,501837.0
288,-0.8675661948612713,RL,-0.238502474538363,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,-1.5486869489739674,-1.4212069451843399,-0.01027371429706101,-0.6783015726706451,Gable,CompShg,HdBoard,HdBoard,-0.5980830966231374,TA,TA,CBlock,TA,TA,No,BLQ,0.36211132082554914,Unf,-0.28409712080085825,-0.7291543700645183,-0.4637789818677983,GasA,TA,Y,SBrkr,-0.8041133340901389,-0.7990489284972221,-0.11737913368279436,-1.2790793385100188,-0.8234205158634983,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,TA,-0.9598857394450803,Typ,-0.9625524991358024,-2.4169299587485273,-2.2636575798295144,Y,-0.744159009459473,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.13232381075814997,-1.3781310807876073,WD,Normal,88000.0
1408,-0.8675661948612713,RL,-0.176927328818779,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,-0.8193210389391319,-0.5231298866160364,0.44754697586358444,-0.0018521828530757246,Gable,CompShg,HdBoard,Plywood,-0.5980830966231374,TA,TA,CBlock,TA,TA,No,ALQ,0.38600995104112895,Unf,-0.28409712080085825,-0.8095509713666773,-0.5204578945807365,GasA,Ex,Y,SBrkr,-0.8687090519406369,-0.7990489284972221,-0.11737913368279436,-1.3270420558478975,1.095229229837857,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,TA,-0.9598857394450803,Typ,-0.9625524991358024,-2.4169299587485273,-2.2636575798295144,Y,-0.744159009459473,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-1.2531843254154194,0.8893606426290142,WD,Normal,112000.0
1209,-0.8675661948612713,RL,-0.27253331843224,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.8193210389391319,1.2730242305205706,-0.30458701511461883,-0.24344125064506478,Gable,CompShg,MetalSd,MetalSd,-0.5980830966231374,TA,Gd,CBlock,TA,TA,No,Rec,0.12312501866975141,BLQ,0.40177499379605003,-0.5616614506850205,-0.2982765567460186,GasA,TA,Y,SBrkr,0.2940138693683264,-0.7990489284972221,-0.11737913368279436,-0.46371314376607947,1.095229229837857,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,TA,-0.3406046172224478,Typ,-0.9625524991358024,0.2911148129585062,0.13551031299804678,Y,-0.744159009459473,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,1.3621568754515425,0.133530068156807,WD,Normal,140000.0
295,-0.8675661948612713,RL,-0.09984088684922347,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.0899551289042962,-0.5231298866160364,-0.5989003159321766,-1.5480222167218058,Hip,CompShg,HdBoard,HdBoard,0.7860566393364763,TA,TA,CBlock,TA,TA,No,GLQ,1.8199277639759153,Unf,-0.28409712080085825,-0.9815103685962951,0.8012943498849833,GasA,TA,Y,SBrkr,1.226776035129517,-0.7990489284972221,-0.11737913368279436,0.2288684945928901,1.095229229837857,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,TA,0.2786765050001847,Typ,2.150824856559516,0.2911148129585062,-0.2817362770589204,Y,0.10770238493178573,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,1.3621568754515425,0.8893606426290142,WD,Normal,167000.0
328,-0.8675661948612713,RL,0.08817482527164372,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.0899551289042962,-0.5231298866160364,-0.36998997085185387,-1.209797521813021,Hip,CompShg,Wd Sdng,Wd Sdng,0.4196667092295197,TA,TA,CBlock,TA,TA,No,Rec,0.25565378622887563,Unf,-0.28409712080085825,0.5527247729199053,0.7264781851039048,GasA,TA,Y,SBrkr,0.5523967407703182,-0.7990489284972221,-0.11737913368279436,-0.27186227441456434,-0.8234205158634983,-0.24135945019148206,-1.0590945989020073,1.240487103598026,0.14607524948015102,-0.2119105538809366,TA,0.2786765050001847,Typ,-0.9625524991358024,-1.0629075728950106,-0.8791575310041234,Y,-0.744159009459473,-0.061863937773997506,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.8795641538629962,-1.3781310807876073,WD,Normal,145250.0
1457,-0.8675661948612713,RL,0.23623719856682662,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,-0.0899551289042962,0.37494717195226707,0.21863663078326173,0.14310125782211772,Gable,CompShg,Plywood,Plywood,0.0939867713566694,TA,TA,CBlock,Gd,TA,No,ALQ,0.7444894042748256,Rec,0.7510617188222534,0.0413130590811718,1.086956069958192,GasA,TA,Y,SBrkr,2.3352385534440616,-0.7990489284972221,-0.11737913368279436,1.05190872411089,1.095229229837857,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,TA,0.2786765050001847,Min1,2.150824856559516,0.2911148129585062,0.107061681857799,Y,1.958564869109157,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-1.6268044969678424,1.6451912171012213,WD,Normal,210000.0
842,0.30455656333905023,RM,-0.02087428775845925,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,-0.8193210389391319,2.171101289088874,-2.2012727314944356,0.8195506476396871,Gable,CompShg,MetalSd,MetalSd,-0.5980830966231374,TA,TA,PConc,TA,TA,No,Unf,-0.9718667657531764,Unf,-0.28409712080085825,0.17754063350983004,-0.9353475356394445,GasA,Gd,Y,SBrkr,-0.5457304626881471,0.5275586495869927,-0.11737913368279436,0.027425081773799227,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,Gd,0.8979576272228172,Typ,0.5941361787118566,0.2911148129585062,0.9889692472054796,P,-0.20206539484685382,0.4156822485515974,0.758705361263662,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.13232381075814997,0.133530068156807,WD,Normal,157500.0
1122,-0.8675661948612713,RL,-0.05434108451597361,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.6394107811305394,-0.5231298866160364,1.101576533235935,1.0128219018732783,Gable,CompShg,VinylSd,VinylSd,0.5417966859318385,Gd,TA,PConc,Gd,TA,Av,GLQ,-0.9197242998282751,Unf,-0.28409712080085825,2.138324409712485,1.1096276350433674,GasA,Ex,Y,SBrkr,0.9890637934396844,-0.7990489284972221,-0.11737913368279436,0.05236569478949619,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,Gd,0.2786765050001847,Typ,-0.9625524991358024,1.645137198812023,1.4441473454494438,Y,0.37100499774362933,-0.423641351657024,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,0.24129636079427316,-1.3781310807876073,New,Partial,212900.0
932,-0.8675661948612713,RL,-0.14684481487944026,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.8193210389391319,0.37494717195226707,-0.20648258150876622,-0.968208454021032,Gable,CompShg,VinylSd,VinylSd,-0.5980830966231374,TA,TA,CBlock,TA,TA,No,BLQ,-0.2375270373108161,Rec,2.675314040330246,-1.003842757846895,-0.3118794957971238,GasA,Ex,Y,SBrkr,-0.6309968102508043,-0.7990489284972221,-0.11737913368279436,-1.1505392560445036,-0.8234205158634983,4.01792496495232,-1.0590945989020073,-0.7629913948106298,-1.0971183631168773,-0.2119105538809366,TA,-0.9598857394450803,Typ,-0.9625524991358024,-1.0629075728950106,-0.22958045330179952,Y,-0.744159009459473,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,0.24129636079427316,0.8893606426290142,WD,Normal,117500.0
237,-0.8675661948612713,RL,-0.17758538381120206,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.6394107811305394,-0.5231298866160364,1.0688750553673176,0.9161862747564827,Gable,CompShg,VinylSd,VinylSd,-0.02814320534564945,Gd,TA,PConc,Gd,TA,Av,GLQ,-0.9197242998282751,Unf,-0.28409712080085825,1.8301374380542088,0.7967600368679483,GasA,Ex,Y,SBrkr,0.6324954309049357,-0.7990489284972221,-0.11737913368279436,-0.21238850491559466,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,Gd,-0.3406046172224478,Typ,-0.9625524991358024,0.2911148129585062,0.07861305071755124,Y,0.2780746638100375,0.806401855545266,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.5059439823105731,1.6451912171012213,WD,Normal,185500.0
89,-0.1642925399410784,C (all),-0.20606976419751344,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,-2.278052859008803,-3.217361062320947,-1.841556474939643,-0.14680562352826917,Hip,CompShg,Plywood,Plywood,-0.5980830966231374,Fa,Fa,CBlock,TA,Fa,No,Unf,-0.9718667657531764,Unf,-0.28409712080085825,0.9882063633065997,-0.11236972304758118,GasA,TA,N,SBrkr,-0.4036198834170515,-0.7990489284972221,10.74367523203616,0.0024844687581022603,-0.8234205158634983,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,-1.0971183631168773,-0.2119105538809366,Fa,-0.3406046172224478,Typ,-0.9625524991358024,-2.4169299587485273,-2.2636575798295144,N,-0.744159009459473,-0.7130632827634451,2.191915016543307,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,1.3621568754515425,0.8893606426290142,ConLD,Abnorml,85000.0
887,0.7734056666191789,RL,-0.2133083691141668,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,-0.8193210389391319,-0.5231298866160364,-0.4026914487204714,0.9645040883148805,Gable,CompShg,MetalSd,MetalSd,0.1114339108855721,TA,TA,CBlock,TA,TA,No,LwQ,0.17526748459465274,Unf,-0.28409712080085825,1.1780316719366972,1.2773972166736645,GasA,Ex,Y,SBrkr,1.4024763876828714,-0.7990489284972221,-0.11737913368279436,0.3593270857519204,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,1.3892688620771794,4.249364264665088,TA,0.8979576272228172,Typ,-0.9625524991358024,0.2911148129585062,0.5243082719147661,Y,1.362261893035276,0.06837593122389202,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.13232381075814997,-1.3781310807876073,WD,Family,145000.0
553,-0.8675661948612713,RL,0.04549525862020687,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1.3687766911653751,-0.5231298866160364,1.1342780111045527,1.0128219018732783,Gable,CompShg,VinylSd,VinylSd,0.855845197452087,Gd,TA,PConc,Ex,TA,Av,Unf,-0.9718667657531764,Unf,-0.28409712080085825,2.5425406551483394,1.4655712068806195,GasA,Ex,Y,SBrkr,1.415395531252971,-0.7990489284972221,-0.11737913368279436,0.3689196292194961,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,Gd,0.2786765050001847,Typ,0.5941361787118566,1.645137198812023,2.041568599394647,Y,0.564609860105279,-0.14869051710592385,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,0.24129636079427316,0.8893606426290142,WD,Normal,255500.0
631,0.30455656333905023,RM,-0.1562456004854836,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,-0.8193210389391319,0.37494717195226707,-2.9861082003412567,0.28805469849731113,Gable,CompShg,VinylSd,VinylSd,-0.5980830966231374,TA,TA,BrkTil,Fa,Fa,No,Unf,-0.9718667657531764,Unf,-0.28409712080085825,0.14627528855899044,-0.9670877267586899,GasA,TA,Y,FuseA,-0.20724890115153774,0.7102240648137349,-0.11737913368279436,0.4322304161054961,-0.8234205158634983,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,Ex,0.8979576272228172,Typ,-0.9625524991358024,-1.0629075728950106,-1.125712334219604,N,-0.744159009459473,-0.7130632827634451,4.423161866240027,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.13232381075814997,-1.3781310807876073,WD,Abnorml,124000.0
1353,-0.1642925399410784,RM,-0.4382691686667844,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,-0.0899551289042962,3.0691783476571777,-1.1221239618300571,0.7229150205228915,Gable,CompShg,MetalSd,MetalSd,-0.5980830966231374,Gd,TA,BrkTil,TA,TA,No,Unf,-0.9718667657531764,Unf,-0.28409712080085825,0.2847361019127087,-0.826524023230603,GasA,TA,Y,SBrkr,-0.990149001499573,0.09144497073314588,-0.11737913368279436,-0.6689935739722006,-0.8234205158634983,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,-1.0971183631168773,-0.2119105538809366,TA,-1.5791668616677128,Typ,-0.9625524991358024,0.2911148129585062,0.6950000587562528,N,0.8821218343783847,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,0.24129636079427316,0.8893606426290142,WD,Normal,134900.0
666,0.07013201169898592,RL,0.05000763571110768,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1.3687766911653751,-0.5231298866160364,0.9380691438928475,0.7229150205228915,Gable,CompShg,VinylSd,VinylSd,-0.3654545695711015,Gd,TA,PConc,Gd,TA,No,Unf,-0.9718667657531764,Unf,-0.28409712080085825,1.8658692608551684,0.778622784799808,GasA,Ex,Y,SBrkr,0.7358485794657325,0.30151019824389935,-0.11737913368279436,0.7890730330993142,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,1.240487103598026,0.14607524948015102,-0.2119105538809366,Gd,0.2786765050001847,Typ,0.5941361787118566,0.2911148129585062,0.1260274359512975,Y,0.7117495555001329,1.081352690096366,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,1.7357770470039657,-1.3781310807876073,WD,Normal,230500.0
901,-0.8675661948612713,RL,-0.3122986415458034,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-1.5486869489739674,0.37494717195226707,-0.01027371429706101,-0.6783015726706451,Gable,CompShg,HdBoard,HdBoard,-0.5980830966231374,TA,TA,CBlock,TA,TA,No,ALQ,-0.27228868126075034,Unf,-0.28409712080085825,-0.07704860394700669,-0.4637789818677983,GasA,TA,Y,SBrkr,-0.8041133340901389,-0.7990489284972221,-0.11737913368279436,-1.2790793385100188,-0.8234205158634983,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,-1.0971183631168773,-0.2119105538809366,TA,-1.5791668616677128,Typ,-0.9625524991358024,-1.0629075728950106,0.9794863701587304,Y,-0.744159009459473,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.13232381075814997,-0.6223005063154001,WD,Normal,110000.0
291,0.07013201169898592,RL,0.4652403359300429,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1.3687766911653751,-0.5231298866160364,1.1342780111045527,1.0128219018732783,Gable,CompShg,VinylSd,VinylSd,-0.5980830966231374,Gd,TA,PConc,Gd,TA,Av,Unf,-0.9718667657531764,Unf,-0.28409712080085825,1.1356001323605578,0.03726260651457578,GasA,Ex,Y,SBrkr,-0.2330871882917369,1.1189379313835706,-0.11737913368279436,0.7564583853095567,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,1.240487103598026,0.14607524948015102,-0.2119105538809366,Gd,0.8979576272228172,Typ,0.5941361787118566,0.2911148129585062,0.984227808682105,Y,-0.744159009459473,0.024962641557928846,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,0.24129636079427316,-1.3781310807876073,New,Partial,233230.0
1383,0.30455656333905023,RM,-0.3254597413942641,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,0.6394107811305394,1.2730242305205706,-1.6780490855965553,-1.6929756573969992,Hip,CompShg,Wd Sdng,Wd Sdng,-0.5980830966231374,TA,TA,BrkTil,Fa,TA,No,Unf,-0.9718667657531764,Unf,-0.28409712080085825,0.0569457315565916,-1.0577739870993912,GasA,Ex,Y,SBrkr,-0.4423773141273503,0.9454057869181655,-0.11737913368279436,0.45525252042767794,1.095229229837857,-0.24135945019148206,-1.0590945989020073,1.240487103598026,1.3892688620771794,-0.2119105538809366,Gd,0.8979576272228172,Typ,-0.9625524991358024,0.2911148129585062,0.4674110096342707,N,-0.46536800765869746,-0.7130632827634451,3.25053578464759,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,1.3621568754515425,-1.3781310807876073,WD,Normal,157000.0
571,0.7734056666191789,RL,0.22928061721835455,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,-0.8193210389391319,-0.5231298866160364,-0.20648258150876622,-0.968208454021032,Gable,CompShg,HdBoard,HdBoard,0.030013926417359525,TA,TA,CBlock,TA,TA,No,LwQ,-0.4699955312260012,Unf,-0.28409712080085825,2.0690940030356257,1.5086471805424526,GasA,TA,Y,SBrkr,1.44381764710719,-0.7990489284972221,-0.11737913368279436,0.3900232248481628,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,3.8756560872712362,4.249364264665088,TA,2.136519871668082,Typ,-0.9625524991358024,0.2911148129585062,0.4674110096342707,Y,-0.744159009459473,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,1.7357770470039657,0.133530068156807,WD,Normal,142600.0
349,2.414377528099629,RL,-0.7721850733934446,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,0.6394107811305394,-0.5231298866160364,1.0361735774987,0.9161862747564827,Gable,CompShg,VinylSd,Wd Shng,0.01838250006475773,Gd,TA,PConc,Gd,TA,No,GLQ,0.27303460820384273,Unf,-0.28409712080085825,-0.8475160330926969,-0.676891693668446,GasA,Ex,Y,SBrkr,-1.0469932332080112,1.1691709205709246,-0.11737913368279436,0.19433533810961737,1.095229229837857,-0.24135945019148206,0.7748354424867502,1.240487103598026,-1.0971183631168773,-0.2119105538809366,Gd,-0.3406046172224478,Typ,-0.9625524991358024,0.2911148129585062,-0.0162157197499413,Y,-0.744159009459473,-0.32234367576977657,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,1.3621568754515425,0.133530068156807,WD,Normal,154000.0
545,0.07013201169898592,RL,0.6055940650282702,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0.6394107811305394,-0.5231298866160364,1.1342780111045527,1.0128219018732783,Gable,CompShg,VinylSd,VinylSd,-0.5980830966231374,Gd,TA,PConc,Gd,Gd,Av,GLQ,0.23175515601329583,Unf,-0.28409712080085825,-1.0507407752731541,-0.9262789096053744,GasA,Ex,Y,SBrkr,-1.305376104610003,1.1006713898608962,-0.11737913368279436,-0.055070792047352275,1.095229229837857,-0.24135945019148206,0.7748354424867502,1.240487103598026,0.14607524948015102,-0.2119105538809366,Gd,0.2786765050001847,Typ,0.5941361787118566,0.2911148129585062,-0.2438047688719234,Y,0.030260439987125843,-0.3657569654357397,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,0.9885367038991194,-1.3781310807876073,New,Partial,179665.0
1377,-0.633141643221207,RL,-0.4108188746971378,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,-0.0899551289042962,-0.5231298866160364,-1.3510343069103798,-1.6929756573969992,Gable,CompShg,Wd Sdng,Wd Sdng,-0.5980830966231374,TA,TA,BrkTil,Gd,TA,Mn,Rec,-0.13758731095475524,Unf,-0.28409712080085825,-0.41650092055612237,-0.6678230676343759,GasA,TA,N,SBrkr,-0.9798136866434933,-0.7990489284972221,-0.11737913368279436,-1.409537929669049,-0.8234205158634983,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,-1.0971183631168773,-0.2119105538809366,TA,-1.5791668616677128,Typ,-0.9625524991358024,-1.0629075728950106,-1.5050274160895742,Y,-0.744159009459473,1.327361331536824,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.8795641538629962,0.133530068156807,WD,Normal,91000.0
661,0.07013201169898592,RL,0.16187698442302365,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,0.6394107811305394,1.2730242305205706,0.15323367504602667,-0.43671250487865604,Gable,CompShg,Plywood,Plywood,0.7569780734549718,TA,TA,CBlock,Gd,TA,No,Unf,-0.9718667657531764,Unf,-0.28409712080085825,0.496893799793406,-0.6111441549214377,GasA,TA,Y,SBrkr,-0.07030597930848206,1.0116219999378595,-0.11737913368279436,0.7871545244057991,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,1.240487103598026,0.14607524948015102,-0.2119105538809366,TA,0.2786765050001847,Typ,0.5941361787118566,0.2911148129585062,0.34413360802653037,Y,-0.744159009459473,0.9221706279878344,3.7554164586665557,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,1.7357770470039657,-0.6223005063154001,WD,Normal,197900.0
1112,0.07013201169898592,RL,-0.017113973516041905,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,0.6394107811305394,0.37494717195226707,0.15323367504602667,-0.43671250487865604,Hip,CompShg,Plywood,Plywood,3.2402875997354554,TA,TA,CBlock,TA,TA,No,ALQ,-0.09630785876420835,Unf,-0.28409712080085825,-0.3807690977551628,-0.5884725898362624,GasA,TA,Y,SBrkr,-0.18399444272535848,1.1783041913322616,-0.11737913368279436,0.8427912765177384,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,1.240487103598026,1.3892688620771794,-0.2119105538809366,TA,0.8979576272228172,Typ,0.5941361787118566,0.2911148129585062,0.026457226960430343,Y,-0.744159009459473,0.2854423795537079,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,0.9885367038991194,0.133530068156807,WD,Normal,205000.0
459,0.30455656333905023,RM,-0.5228762391211746,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,1.3687766911653751,1.2730242305205706,-1.5145416962534675,0.5296437662893002,Hip,CompShg,Stucco,Wd Shng,-0.5980830966231374,TA,Gd,PConc,TA,TA,No,Unf,-0.9718667657531764,Unf,-0.28409712080085825,0.039079820156111826,-1.0759112391675314,GasA,Fa,Y,SBrkr,-0.8687090519406369,1.1029547075512305,-0.11737913368279436,0.2710756858502234,-0.8234205158634983,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,Gd,0.2786765050001847,Typ,0.5941361787118566,-1.0629075728950106,-1.1826095965000996,Y,0.7427263334779968,0.19861580022178155,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.13232381075814997,0.133530068156807,WD,Normal,161000.0
